FMID,MarketName,Website,Facebook,Twitter,Youtube,OtherMedia,street,city,County,State,zip,Season1Date,Season1Time,Season2Date,Season2Time,Season3Date,Season3Time,Season4Date,Season4Time,x,y,Location,updateTime
1002181,Lan-Oak Park District Farmer's Market,http://www.lanoakparkdistrict.org,,,,,Ridge & Grant Street,Lansing,Cook,Illinois,60438,June to August,Wed:4:00 PM - 7:00 PM;,,,,,,,-87.5338799,41.5645616,Other,5/18/2012 16:11
1002182,Market Day RCAC,,,,,,13794 Woodworth Rd,New Springfield,Mahoning,Ohio,44443,,,,,,,,,-80.6061,40.9172,,May 19 2010 12:35PM
1002184,Downtown Farmers Market at Riverside,http://www.riversideca.gov/arts/farmers-market.asp,https://www.facebook.com/DowntownFarmersMarketRiverside?fref=ts,,,,5th at Main St.,Riverside,Riverside,California,92522,,Sat: 8:00 AM-1:00 PM;,,,,,,,-117.372487,33.984884,Closed-off public street,6/26/2013 17:17
1002187,Chestertown Farmers' Market,http://www.chestertown.com/market/index.php,https://www.facebook.com/ChestertownFarmersMarketMD,,,,Park Row at the Fountain Park,Chestertown,Kent,Maryland,21620,01/01/2014 to 04/01/2014,Sat: 8:00 AM-12:00 PM;,,,,,,,-76.0666,39.2095,Local government building grounds,4/1/2014 6:50
1002190,Community Garden,,,,,,,Minden,Kearney,Nebraska,68959,,,,,,,,,-98.953,40.4998,,2009
1002191,Milwaukee Asian Farmers Market,,,,,, 76th St. & Mill Rd.,Milwaukee,Milwaukee,Wisconsin,53218,6/1/2013,Mon: 7:00 AM-7:00 PM;Tue: 7:00 AM-7:00 PM;Wed: 7:00 AM-7:00 PM;Thu: 7:00 AM-7:00 PM;Fri: 7:00 AM-7:00 PM;Sat: 7:00 AM-7:00 PM;Sun: 7:00 AM-7:00 PM;,,,,,,,-88.004359,43.132573,,3/19/2015 13:25
1002192,Marksville Farmers Market,http://www.marksvillefarmersmarket.com,,,,,122 E. Mark Street,Marksvillle,Avoyelles,Louisiana,71351,June to June,Sat:8:00 AM - 11:00 AM;,,,,,,,-92.06615,31.12706,Closed-off public street,4/30/2012 11:16
1002193,Visalia Farmers Market- Downtown Thursday,http://www.visaliafarmersmarket.com,https://www.facebook.com/visaliafarmersmarket,,,instagram: visaliafarmersmarket,North and South 100 Blocks of Church Street,Visalia,Tulare,California,93291,03/13/2014 to 09/25/2014,Thu: 5:00 PM-8:00 PM;,,,,,,,-119.29118,36.330258,Closed-off public street,5/20/2014 12:49
1002194,Visalia Farmers Market- Sears Saturday Market,http://www.visaliafarmersmarket.com,https://www.facebook.com/visaliafarmersmarket,,,instagram: visaliafarmersmarket,5401 Mooney Blvd.,Visalia,Tulare,California,93277,01/01/2014 to 12/31/2014,Sat: 8:00 AM-11:30 AM;,,,,,,,-119.314054,36.298778,Private business parking lot,5/19/2014 21:58
1002195,Visalia Farmers Market- TuesdayTulare Outlet Market,http://www.visaliafarmersmarket.com,https://www.facebook.com/visaliafarmersmarket,,,instagram: visaliafarmersmarket,1407 Retherford St.,Tulare,Tulare,California,93274,04/01/2014 to 08/26/2014,Tue: 5:00 PM-8:00 PM;,,,,,,,-119.335663,36.22923,Private business parking lot,5/20/2014 12:47
1002198,Britt Farmers Market,,,,,,72 Main Avenue South,Britt,Hancock,Iowa,50423,,,,,,,,,-93.8018,43.0963,,2009
1002199,Noblesville Farmers Market,,,,,,City Hall parking lot,Noblesville,Hamilton,Indiana,46060,,,,,,,,,-86.0157,40.0504,,2009
1002200,Indian Valley Farmers' Market,http://www.ivfm.org,https://www.facebook.com/ivfarm,,,,Main Street and Penn Avenue,Telford,Montgomery,Pennsylvania,18969,06/21/2014 to 10/18/2014,Sat: 8:30 AM-12:30 PM;,,,,,,,-75.32905,40.32515,Other,4/22/2014 13:36
1002202,Porterville Farmers Market,,,,,,Main Street from Mill to Oak,Porterville,Tulare,California,93257,,,,,,,,,-119.016,36.0679,,2009
1002203,Knox County Farmers Market,,,,,,Mt. Vernon City Square,Mt. Vernon,Knox,Ohio,,,,,,,,,,-82.9796,39.971,,2009
1002205,New Bedford/Clasky Common,,,,,,Pleasant Street between Pearl and Pope Streets,New Bedford,Bristol,Massachusetts,2740,07/06/2013 to 10/26/2013,Sat: 9:00 AM-1:00 PM;,,,,,,,-70.928561,41.644115,Closed-off public street,6/19/2013 7:41
1002207,Main Street Farmers Market Downtown Aledo,http://www.aledomainstreet.com,https://www.facebook.com/aledomainstreet,,,,201 West Main Street,Aledo,Mercer,Illinois,61231,06/12/2014 to 10/09/2014,Thu: 4:00 PM-6:00 PM;,,,,,,,-90.749087,41.200397,Local government building grounds,3/31/2014 16:03
1002208,Grayslake Farmers Market,http://www.grayslakefarmersmarket.com,https://www.facebook.com/GrayslakeFarmersMarket,,Graslake Farmers Market,,Center and Whitney Streets,Grayslake,Lake,Illinois,60030,06/03/2015 to 09/23/2015,Wed: 3:00 PM-7:00 PM;,04/04/2015 to 05/23/2015,Sat: 10:00 AM-2:00 PM;,10/03/2015 to 12/19/2015,Sat: 10:00 AM-2:00 PM;,,,-88.0402633,42.3443252,,7/1/2016 10:19
1002209,Portage Community Farmer's Market,http://www.ci.portage.in.us/parks,,,,,6300 South Founders Square Park,Portage,Porter,Indiana,46368,,Sun: 11:00 AM-3:00 PM;,,,,,,,-87.171396,41.5775797,Local government building grounds,6/26/2013 17:29
1002210,O Grows Farmers Market,http://www.opelikamainstreet.org,https://www.facebook.com/OpelikaGrowsFarmersMarket/,,,,1103 Glenn Street,Opelika,Lee,Alabama,36801,5/17/2016,Tue: 3:00 PM-6:00 PM;,,,,,,,-85.373554,32.641778,,6/13/2016 12:42
1002211,French Broad Food Coop Arts & Farms Market,,https://www.facebook.com/pages/Farmville-Farmers-Market/205992309453843,,,,76 Biltmore Ave. next to the French Broad Food Co-op.,Asheville,Buncombe,North Carolina,28801,,,,,,,,,-82.5502,35.5919,,2009
1002213,Union County Farmers Market,,https://www.facebook.com/YellvilleFarmersMarket,,,,County Road 231and State Road 100 behind Jacksons Building Supply,Lake Butler,Union,Florida,32054,April to July,Sat:8:00 AM - 12:00 PM;,,,,,,,-82.3395574,30.0227391,"On a farm from: a barn, a greenhouse, a tent, a stand, etc",5/11/2012 7:58
1002216,Chester Farmers Market,http://www.howard-county.com,,,,,City Park,Chester,Howard,Iowa,52134,,,,,,,,,-92.3172,43.3568,,2/17/2012 14:20
1002217,Kakaako Farmers' Market,http://www.kakaakofarmersmarket.com,https://www.facebook.com/pages/Kakaako-Farmers-Market/245999865419258,https://twitter.com/farmlovers,,@alohafarmlovers on pinterest,1050 Ala Moana Blvd,Honolulu,Honolulu,Hawaii,96814,01/01/2014 to 12/31/2014,Sat: 8:00 AM-12:00 PM;,,,,,,,-157.855564,21.294941,Private business parking lot,5/13/2014 20:01
1002218,Hale'iwa Farmers' Market,http://www.haleiwafarmersmarket.com,https://www.facebook.com/pages/Haleiwa-Farmers-Market/165600733499663,https://twitter.com/farmlovers,http://www.youtube.com/user/HaleiwaFarmersMarket,@alohafarmlovers on pinterest,59-864 Kamehameha Hwy,Hale'iwa,Honolulu,Hawaii,96712,01/01/2014 to 12/31/2014,Thu: 2:00 PM-6:00 PM;,,,,,,,-158.054476,21.636544,,3/23/2015 20:17
1002222,Alcona Farmers Market,http://www.alconalocalfoods.org,,,,,320 S. State Steet   (US23),Harrisville,Alcona,Michigan,48740,June to September,Sat:10:00 am - 1:00 pm;,April to May,Sat:10:00 am - 1:00 pm;,October to November,Sat:10:00 am - 1:00 pm;,,,-83.2973,44.6547,Federal/State government building grounds,5/19/2011 12:38
1002223,Menifee Valley CFM,,,,,,26582 Scott Rd.,Menifee Valley,Riverside,California,92584,,,,,,,,,-117.195,33.6414,,2009
1002224,Kittitas County Farmers Market,http://www.kcfarmersmarket.com,,,,,Wells Fargo Bank parking lot,Ellensburg,Kittitas,Washington,98926,,,,,,,,,-120.547,46.9955,,2009
1002227,Windmill Farmers Market,http://www.windmill-market.comwww.windmill-market.org,,,,,Livernois  between Lodge Freeway and Fenkell,Detroit,Wayne,Michigan,48235,May to October,Wed:9:00 am - 7:00 pm;,,,,,,,-83.141,42.4041,Private business parking lot,4/20/2011 14:20
1002229,Mahoney's Garden Center,,,,,,165 Princeton Street,Chelmsford,Middlesex,Massachusetts,1863,July to October,Sat:10:00 am - 4:00 pm;,,,,,,,-71.3752,42.6322,Private business parking lot,4/21/2011 7:37
1002230,Mahoney's Garden Center,,,,,,958 East Falmouth Hwy,East Falmouth,Barnstable,Massachusetts,2536,June to October,Sat:10:00 am - 4:00 pm;,,,,,,,-70.5404,41.5794,Private business parking lot,4/21/2011 7:37
1002231,Chappaqua Farmers Market,http://www.chappaquafarmersmarket.org,https://www.facebook.com/ChappaquaFarmersMarket,https://twitter.com/chapaqquafarmersmarket,,,Chappaqua Train Station,Chappaqua,Westchester,New York,10514,,Sat: 8:30 AM-1:00 PM;,,,,,,,-73.8838,40.9957,Local government building grounds,3/31/2014 16:17
1002233,South Toms River Farmers Market,,,,,,Rt. 166,South Toms River,Ocean,New Jersey,,,,,,,,,,-74.196,39.9472,,2009
1002235,Marion Farmers Market,,,,,,1001 7th Avenue,Marion,Linn,Iowa,52302,05/03/2014 to 09/27/2014,Wed: 3:00 PM-6:00 PM;Sat: 8:00 AM-11:30 AM;,,,,,,,-91.5992576,42.033294,Local government building grounds,4/16/2014 12:02
1002236,Independence Park Farmers Market,http://www.gipna.com,https://www.facebook.com/groups/142483985764842/,,,,3945 N Springfield Ave.,Chicago,Cook,Illinois,60618,06/08/2014 to 10/26/2014,Sun: 9:00 AM-1:00 PM;,,,,,,,-87.72504,41.95269,Other,4/1/2014 18:58
1002237,Rehoboth Beach Farmers Market,http://www.rbfarmersmarket.com,https://www.facebook.com/pages/Rehoboth-Beach-Farmers-Market/55751518195?ref=ts&fref=ts,https://twitter.com/rbfarmersmarket,,https://instagram.com/rbfarmersmarket/,Grove Park,Rehoboth Beach,Sussex,Delaware,19971,05/05/2015 to 10/27/2015,Tue: 12:00 PM-4:00 PM;,,,,,,,-75.092,38.7158,,3/20/2015 8:00
1002238,Sanbornton Farmer's Market,http://www.lanetavern.org,,,,,Route 132,Sanbornton,Belknap,New Hampshire,3269,June to October,Fri:3:00 PM - 6:00 PM;,,,,,,,-71.6045721,43.5349568,Other,4/30/2012 20:31
1002239,Exit 20 Farmers' Market at Tanger Outlet,,,,,,Tanger Outlets 120 Laconia Rd,Tilton,Belknap,New Hampshire,3276,June to September,Wed:3:00 PM - 6:00 PM;,,,,,,,-71.56186,43.45818,Private business parking lot,4/30/2012 20:29
1002240,Kooskia/Kamiah Farmers Market,,,,,,"Longcamp RV Park, Mile Post 68 on Hwy. 12",Kamiah,,Idaho,83536,,,,,,,,,-116.029,46.2271,,2009
1002241,Cheyenne County Farmers Market,,,,,,10th & Jackson Street,Sidney,Cheyenne,Nebraska,69162,,,,,,,,,-102.977,41.1305,,2009
1002242,Clarke County Farmers Market,,,,,,S.E. corner of Courthouse Square,Osceola,Clarke,Iowa,50213,,,,,,,,,-93.7656,41.0341,,2009
1002243,Crete European Market,,,,,,1321 Main St.,Crete,Will,Illinois,60417,,,,,,,,,-87.6314,41.4456,,2009
1002245,Ossipee Main Street  Farmers' Market,http://www.ossipeemainstreet.org,https://www.facebook.com/pages/Ossipee-Main-Street-Program/474442479243245,,,,15 Moultonville Road ,Center Ossipee,Carroll,New Hampshire,3814,07/12/2014 to 09/27/2014,Sat: 10:00 AM-1:00 PM;,,,,,,,-71.1649423,43.7558387,Other,3/31/2014 22:21
1002246,Wegerzyn's Farmers Market,,,,,,Courthouse Square 3rd & Main Street,Dayton,Montgomery,Ohio,45402,,,,,,,,,-84.1918,39.7595,,2009
1002247,Extraordinary Farmers Market,,,,,,19th & O Street,Ord,Valley,Nebraska,68862,June to September,Fri:5:00 PM - 6:30 PM;,,,,,,,-98.931649,41.599928,Local government building grounds,5/16/2012 7:35
1002249,Mountain Home Farmers Market,,,,,,Hickory Park,Mountain Home,Baxter,Arkansas,72653,,,,,,,,,-92.3724,36.3385,,2009
1002250,Alma Farmers' Market,,,,,,Pine & Downie Streets,Alma,Gratiot,Michigan,48801,05/04/2013 to 10/31/2013,Wed: 7:00 AM-1:00 PM;Sat: 7:00 AM-1:00 PM;,,,,,,,-84.656984,43.3802699,Local government building grounds,3/31/2014 16:13
1002252,Enderlin Farmer's Market,,,,,,Railway Street - Baxter Park,Enderlin,Ransom,North Dakota,58027,,,,,,,,,-97.6022,46.6252,,1/23/2012 11:47
1002254,Bloomington Community Farmers' Market,http://www.bloomington.in.gov/farmersmarket,https://www.facebook.com/pages/Bloomington-Community-Farmers-Market/130635957114110,,,,401 North Morton St.,Bloomington,Monroe,Indiana,47401,04/01/2015 to 11/28/2015,Sat: 8:00 AM-1:00 PM;,,,,,,,-86.53614,39.1695,,4/14/2015 16:02
1002255,Hardin County Farmers Garden Trade Day,http://www.hardincountyextension.utk.edu,,,,,1019 Clifton Rd.,Savannah,Hardin,Tennessee,38372,,,,,,,,,-88.2279,35.2393,,2009
1002256,Scottsville Midweek Farmers' Market,,https://www.facebook.com/pages/Scottsville-Midweek-Farmers-Market/125248400836985,https://twitter.com/wedmarketgang,,,61 Main St.,Scottsville,Monroe,New York,14546,06/01/2016 to 09/28/2016,Wed: 4:00 PM-7:00 PM;,,,,,,,-77.755481,43.019298,,5/6/2016 11:00
1002259,Tillamook Farmers' Market,http://www.tillamookfarmersmarket.com,https://www.facebook.com/tillamookfarmersmarket ,,,,2nd and Laurel Ave.,Tillamook,Tillamook,Oregon,97141,06/11/2016 to 09/24/2016,Sat: 9:00 AM-2:00 PM;,,,,,,,-123.8420719,45.4570544,,6/30/2016 13:36
1002260,The Highland Farmers Market,,,,,,94 North Main Street,Highland,Erie,New York,14080,,,,,,,,,-78.5425,42.6419,,May 20 2010 10:03AM
1002261,Holland Farmers Market,,,,,,"Municipal town parking lot, Route 16, next to fire dept",Holland,Erie,New York,,,,,,,,,,-78.5425,42.6419,,May 20 2010  8:15AM
1002262,Palatine Farmers' Market,http://www.palatine.il.us,https://www.facebook.com/palatinefarmersmarket,,,,Smith and Wood Street,Palatine,Cook,Illinois,60067,05/02/2015 to 10/31/2015,Sat: 7:00 AM-1:00 PM;,11/21/2015 to 04/16/2016,Sat: 8:00 AM-12:00 PM;,,,,,-88.047446,42.113015,,7/28/2015 10:06
1002263,Cartwright Pavilion Farmers Market,,,,,,2nd Avenue & State Street,Marshalltown,Marshall,Iowa,50158,,,,,,,,,-92.9137,42.0382,,2009
1002264,Haskell County Farmers Market,http://www.stiglerchamber.org,,,,,104 Northeast 6th St.,Stigler,Haskell,Oklahoma,74462,,,,,,,,,-95.1197,35.2528,,2009
1002265,Gueydan Farmer's Market,http://www.gueydanfarmersmarket.com,,,,,600 Main St.,Gueydan,Vermilion,Louisiana,70542,June to November,Sat:8:00 AM - 12:00 PM;,,,,,,,-92.50797,30.02555,Local government building grounds,5/5/2012 10:38
1002266,Slayton Farmers Market,,,,,,Slayton Chamber of Commerce,Slayton,Murray,Minnesota,56172,,,,,,,,,-95.7567,43.993,,2009
1002268,Grandma's Farm & Zoo,http://www.visitgrandmasfarm.com,https://www.facebook.com/pages/Grandmas-Farm-and-Zoo/105946959452219,,,,28443 Old Highway 79,Hot Springs,Fall River,South Dakota,57747,07/06/2013 to 10/31/2013,Mon: 10:00 AM-7:00 PM;Sat: 10:00 AM-7:00 PM;Sun: 10:00 AM-7:00 PM;,,,,,,,-103.35414,43.283922,"On a farm from: a barn, a greenhouse, a tent, a stand, etc",6/11/2013 19:10
1002269,Barrington Farmers Market,http://www.barringtonfarmersmarket.org,,,,,Cook and Lake Cook Roads,Barrington,Cook,Illinois,60010,,,,,,,,,-88.1348,42.1524,,May 21 2010  9:57PM
1002270,Turlock Gourmet CFM,http://www.turlockdowntown.org,,,,,Main & Golden State,Turlock,St. Anislaus,California,95380,,,,,,,,,-120.846,37.4946,,2009
1002272,Wasilla Farmers Market,,,,,,Behind Wasilla Public Library,Wasilla,Matanuska-Susitna,Alaska,99654,June to September,Wed:11:00 AM - 6:00 PM;,,,,,,,-149.440155,61.582613,Local government building grounds,4/26/2012 14:05
1002273,Green Spring Station Winter Farmers Market,http://www.greenspringstation.com,,,,,Falls Rd. & Joppa Road,Baltimore,Baltimore,Maryland,21093,December to May,Sat:12:00 PM - 3:00 PM;,,,,,,,-76.668713,39.420282,Other,4/30/2012 18:46
1002274,Green Spring Station Farmers Market,,,,,,10751 Falls Road,Baltimore,Baltimore,Maryland,21212,05/25/2013 to 11/16/2013,Sat: 9:00 AM-12:00 PM;,,,,,,,-76.6688526,39.4208286,Private business parking lot,3/21/2014 17:45
1002275,Hinesburg Lions Farmers' Market,http://www.hinesburglionsfarmersmarket.org/,,,,,United Church of Hinesburg,Hinesburg,Chittenden,Vermont,5461,06/05/2014 to 09/25/2014,Thu: 3:00 PM-6:00 PM;,,,,,,,-73.1107,44.3302,"Faith-based institution (e.g., church, mosque, synagogue, temple)",4/1/2014 11:30
1002276,Portales Farmers Market,,,,,,First Street and Avenue B,Portales NM,Roosevelt,New Mexico,88130,June to October,,,,,,,,-103.339,34.1853,Local government building grounds,4/30/2011 0:32
1002277,Williamsport Growers Farmers Market I,http://www.lycoming.extension.psu.edu,,,,,"4th and Diamond Streets, West End Christian Center",Williamsport,Lycoming,Pennsylvania,17701,,,,,,,,,-77.0491,41.2441,,2009
1002279,Lancaster Farmers Market,,,,,,"Fairgrounds, Seven Bridge Road",Lancaster,Worcester,Massachusetts,1523,July to September,Thu:3:00 pm - 6:00 pm;,,,,,,,-71.6583,42.4645,Local government building grounds,4/13/2011 19:54
1002280,WesMar Farms Market,http://www.WesMarFarms.com,https://www.facebook.com/pages/WesMar-Farms,https://twitter.com/WesMarFarms,,,851 Couvillion St,Moreauville,Avoyelles,Louisiana,71355,01/20/2014 to 06/01/2014,Thu: 2:00 PM-6:00 PM;,,,,,,,-91.979567,31.035239,"On a farm from: a barn, a greenhouse, a tent, a stand, etc",4/4/2014 10:47
1002281,Stone Mills Farmers Market,http://www.stonemills.org,,,,,"Old Stone Museum, NYS Rt 180, South of Lafargeville, West from I-81 Exit 49",Clayton,Jefferson,New York,,,,,,,,,,-76.0858,44.2395,,2009
1002284,Carlisle Farmers Market,,,,,,260 York Road,Carlisle,Cumberland,Pennsylvania,17013,,,,,,,,,-77.1665,40.1944,,2009
1002287,North Prairie Farmers Market - Velva,,,,,,Hwy 52 and Hwy 41,Velva,McHenry,North Dakota,58790,January to December,Wed:5:00 pm - 6:30 pm;,,,,,,,-100.926,48.0524,Local government building grounds,5/16/2011 15:16
1002288,Tierra Amarilla:  Jardines del Norte Farmers Market,,,,,,"Community Bank parking lot, US Rte 84",Tierra Amarilla,,New Mexico,87575,,,,,,,,,-106.552,36.6385,,2009
1002289,Pike County Farmers Market Association,http://pikecomarket.com/,https://www.facebook.com/groups/prfarmersmarket/?fref=ts,,,,1008 Maple Street,Petersburg,Pike,Indiana,47567,06/07/2014 to 10/04/2014,Sat: 9:00 AM-12:00 PM;,,,,,,,-87.2749235,38.490033,Local government building grounds,3/24/2014 11:43
1002290,Cutler Bay Farmers Market,,,,,,20002 Old Cutler Road,Miami,Miami-Dade,Florida,33175,,,,,,,,,-80.3302,25.5812,,2011
1002291,Garrard County Farmers Market,,,,,,302 Stamfprd Street,Lancaster,Garrard,Kentucky,40444,,,,,,,,,-84.5787,37.6159,,7/11/2013 13:33
1002293,CSA Farmers Market,http://www.csafarmersmarket.com,,,,,2933 Burnside Rd.,North Branch,Lapeer,Michigan,48461,01/01/2013 to 12/31/2013,,,,,,,,-83.23636673,43.20661001,"On a farm from: a barn, a greenhouse, a tent, a stand, etc",6/29/2013 12:27
1002294,Bath Saturday Farmers Market,,,,,,"Pultney Park, Steuben St",Steuben,Steuben,New York,,,,,,,,,,-75.5123,42.9467,Local government building grounds,1/20/2012 11:02
1002297,Kenilworth Farmers Market,http://kenilworthmarket.wordpress.com/,https://www.facebook.com/pages/Kenilworth-Farmers-Market/115513791856597,,,,800 Kenilworth Drive,Towson,Baltimore,Maryland,21209,05/06/2014 to 11/25/2014,Tue: 3:30 PM-6:30 PM;,,,,,,,-76.619285,39.410824,Private business parking lot,4/5/2014 14:10
1002300,Geneva Farmers Market,http://www.geneva.ny.usRecfarmersmarket,,,,,Exchange St. Municipal Parking Lot,Geneva,Ontario,New York,14456,June to October,Thu:7:30 AM - 1:00 PM;,,,,,,,-76.980922,42.868966,Other,6/1/2012 11:17
1002301,Lavonia Georgia Farmers Market,http://www.LavoniaEvents.com,,,,,East Main Street,Lavonia,Franklin,Georgia,30553,01/01/2014 to 12/31/2014,Wed: 7:00 AM-11:00 AM;Sat: 7:00 AM-11:00 AM;,,,,,,,-83.1038038,34.4314028,Other,3/13/2014 15:42
1002302,Escondido Certified Farmers' Market,http://www.downtownescondido.com,,,,,262 East Grand Ave,Escondido,San Diego,California,92025,January to December,Tue:2:30 AM - 6:00 PM;,,,,,,,-117.0790109,33.1230643,Closed-off public street,6/4/2012 17:27
1002304,Modesto Certified Farmers Market,http://www.modestocfm.com,,,,,850 16th St,Modesto,Stanislaus,California,95354,04/05/2014 to 12/20/2014,Mon: 7:00 AM-;Thu: 7:00 AM-1:00 PM;Sat: 7:00 AM-1:00 PM;,,,,,,,-120.993057,37.643491,Closed-off public street,4/23/2014 21:06
1002305,Buffalo Main Street Market,http://www.mainstreetbuffalo.org,,,,,3 S. Main St.,Buffalo,Johnson,Wyoming,82834,July to September,Wed:4:00 PM - 6:30 PM;,,,,,,,-106.699,44.3465,,4/26/2012 15:25
1002306,Old Louisville Farm Works Market,,,,,,1143 South Third St.,Lousiville,Jefferson,Kentucky,,,,,,,,,,-85.7584,38.2362,,2009
1002307,Mohawk Farmers Market,,working on a facebook, no twitter,no,"News papers, tv ads",41 West Main Street,Mohawk,Herkimer,New York,13407,05/21/2014 to 10/08/2014,Wed: 2:00 PM-5:00 PM;,,,,,,,-74.377823,42.954056,Other,3/31/2014 19:08
1002310,THE GREENE STREET MARKET AT NATIVITY,http://www.greenestreetmarket.com,https://www.facebook.com/pages/The-Greene-Street-Market-at-Nativity/199822090052758,,,,208 EUSTIS AVE. & GREENE STREET,HUNTSVILLE,Madison,Alabama,35801,05/01/2014 to 10/30/2014,Thu: 4:00 PM-8:00 PM;,,,,,,,-86.583226,34.73064,"Faith-based institution (e.g., church, mosque, synagogue, temple)",5/19/2014 19:42
1002312,Highland Farmers Market,http://www.denverhighland.org,,,,,1500 Boulder Street,Denver,Denver,Colorado,80211,"June 2, 2012 to October 13, 2012",Sat:9:00 AM - 1:00 PM;,,,,,,,-105.01123,39.75854,Closed-off public street,4/26/2012 0:09
1002313,South Pearl Street Farmers' Market,http://www.southpearlstreet.com,,,,,1500 S. Pearl Street,Denver,Denver,Colorado,80210,"May 20, 2012 to October 28, 2012",sun:9:00 AM - 1:00 PM;,,,,,,,-104.98047,39.688456,Closed-off public street,4/26/2012 0:17
1002314,Ark City Farm & Art Market,http://www.arkcity.org/CurrentEvents.asp?EID=1457,,,,,200 Blcok S. Summit,Arkansas City,Cowley,Kansas,67005,,,,,,,,,-97.0386,37.0609,,2009
1002316,Colleton Farmers Market,http://www.colletonmuseum.com/farmersmarket.aspx,,,,,506 E. Washington Street,Walterboro,Colleton,South Carolina,29488,May to October,Tue:2:00 PM - 6:00 PM;Sat:10:00 AM - 2:00 PM;,,,,,,,-80.66095,32.903596,,5/1/2012 7:10
1002317,Walterboro Farmers Market,,,,,,"City Parking Lot, corner of Lucas & E. Washington Sts.",Walterboro,Colleton,South Carolina,29488,,,,,,,,,-80.6644,32.9028,,May 25 2010  5:09PM
1002320,Lebo Farmers Market,,,,,,Broadway,Lebo,Coffey,Kansas,66856,,,,,,,,,-95.8638,38.4156,,2009
1002321,Harrison Farmers' Market,,,,,,3170 N. Clare Ave,Harrison,Clare,Michigan,48625,,,,,,,,,-84.8084,44.0349,,Apr 23 2010  4:46PM
1002322,Summit Farmers Market,http://www.summitdowntown.org,,,,,Maple Street & DeForest Avenue,Summit,Union,New Jersey,7901,May to November,sun:8:00 AM - 1:30 PM;,,,,,,,-74.35873,40.71897,Other,4/26/2012 14:16
1002324,True Value Patterson FM,,,,,,1040 W. Las Palmas,Patterson,Stanislaus,California,,,,,,,,,,-121.11,37.4806,,2011
1002325,Vintage Fair Mall,,,,,,3401 Dale Road,Modesto,Stanislaus,California,,,,,,,,,,-121.05,37.6899,,2011
1002326,Hartville Market Place,,,,,,1289 Edison St. NW,Hartville,Stark,Ohio,,,,,,,,,,-81.3542,40.9696,,2009
1002327,Culinary Kids Farmers Market II,,,,,,Beach 58th Street & Beach Channel Drive,Bronx,Queens,New York,10468,,,,,,,,,-73.7885,40.5947,,2011
1002331,Farmingville Farmers Market,http://WWW.FARMINGVILLERESIDENTS.ORG,,,,,755 HORSEBLOCK RD,FARMINGVILLE,Suffolk,New York,11738,June to October,sun:9:00 AM - 1:00 PM;,,,,,,,-73.032307,40.8315681,Private business parking lot,5/30/2012 13:17
1002332,Westown Farmers Market,http://www.westown.org/neighborhood-events/westown-farmers-market/,https://www.facebook.com/WestownFarmersMarket?ref=hl,,,,Zeidler Union Square,Milwaukee,Milwaukee,Wisconsin,53203,06/05/2013 to 10/30/2013,Wed: 10:00 AM-3:00 PM;,,,,,,,-87.9153,43.0371,Other,6/13/2013 11:29
1002333,Milton Farmers Market,,,,,,Wharf Street Park,Milton MA,Norfolk,Massachusetts,2186,06/19/2014 to 10/30/2014,Thu: 1:00 PM-6:00 PM;,,,,,,,-71.067032,42.269638,Local government building grounds,3/14/2014 19:57
1002334,Harvest Home Presbyterian Church Market,http://www.harvesthomefm.org,,,,,Merrick Blvd. & Baisley Blvd.,New York,Queens,New York,10035,,,,,,,,,-73.7698,40.6837,,2011
1002335,Harvest Home Morris Park Market,http://www.harvesthomefm.org,,,,,"Loretto Park, between Tomlinson",Bronx,Bronx,New York,,,,,,,,,,-73.8514,40.8501,,Apr 21 2010 11:29AM
1002336,Harvest Home Echo Park Market,http://www.harvesthomefm.org,,,,,"Tremont Avenue, between Anthony",Bronx,Bronx,New York,,,,,,,,,,-73.9032,40.8488,,Apr 21 2010 11:30AM
1002337,Harvest Home Sunday Market / Bronx Museum,,https://www.facebook.com/groups/109555025750447/?fref=ts,,,,"Bronx Museum of the Arts, 165th Street,",Grand Concourse,Bronx,New York,,,,,,,,,,-73.9197,40.831,,Apr 21 2010 11:30AM
1002338,Harvest Home Co-op City Market,http://www.harvesthomefm.org,,,,,"Co-op City Blvd, between Benchley Place",Bronx,Bronx,New York,,,,,,,,,,-73.8249,40.8768,,Apr 21 2010 11:31AM
1002339,Harvest Home Metropolitan Market,http://www.harvesthomefm.org,,,,,97-99th Street on Second Ave,Manhattan,New York,New York,,,,,,,,,,-73.946,40.7861,,Apr 21 2010 11:32AM
1002340,Harvest Home Union Settlement Market,http://www.harvesthomefm.org,,,,,104th St and 3rd Ave,Manhattan,New York,New York,,,,,,,,,,-73.9457,40.7898,,Apr 21 2010 11:33AM
1002341,Harvest Home Forest Avenue Market,http://www.harvesthomefm.org,,,,,Forest Ave. btw 156th and Westchester,Bronx,Bronx,New York,,,,,,,,,,-73.9063,40.8178,,Apr 21 2010 11:33AM
1002345,Harvest Home West Farmers Market,,,,,,East Tremont Ave. & E. 177th Street,New York,Bronx,New York,10035,,,,,,,,,-73.8189,40.8219,,2011
1002347,Wheaton Farmers Market,http://milkladymarkets.org,https://www.facebook.com/MilkladyFarmersMarkets,https://twitter.com/milkladymarkets,,,Reedie Drive and Georgia Ave.,Wheaton,Montgomery,Maryland,20902,05/31/2014 to 09/27/2014,Sat: 9:00 AM-1:00 PM;,,,,,,,-77.050328,39.038842,Local government building grounds,4/22/2014 15:05
